InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
546625,10096,FLORAL MUG,11,2023-10-15 11:11:31,18.77,12468,Italy
539445,10078,WOODEN CAKE STAND,8,2023-01-06 08:14:48,16.39,,Switzerland
540239,10013,VINTAGE FAIRY LIGHTS,24,2024-08-31 15:45:51,33.34,12061,United Kingdom
545016,10140,WOODEN STRING LIGHTS,21,2024-02-09 10:55:20,13.59,12494,Spain
539874,10206,WOODEN PHOTO FRAME,21,2024-02-14 23:48:17,6.46,12528,France
542964,10187,METAL LANTERN,4,2024-01-10 18:11:15,1.35,12701,Germany
538199,10232,METAL BAKING TIN,21,2024-08-03 13:18:40,32.87,12537,United Kingdom
539598,10243,FLORAL WATERING CAN,12,2023-03-02 02:18:20,22.38,12461,United Kingdom
C541901,10030,WOODEN TOY CAR,-8,2023-11-15 04:09:01,26.85,12138,Norway
C543837,10035,RUSTIC STICKER SET,-8,2024-05-11 11:19:03,25.8,12675,United Kingdom
543725,10022,RETRO BUILDING BLOCKS,19,2024-03-08 16:51:41,11.22,12058,Switzerland
542577,10011,METAL WOODEN TOY,24,2023-02-13 15:19:39,15.26,12166,USA
536483,10221,RETRO BAKING TIN,24,2023-08-07 15:51:55,27.61,12088,United Kingdom
546702,10166,MODERN BAKING TIN,22,2023-05-31 21:20:02,13.44,12131,Spain
544608,10162,MINI PHOTO FRAME,2,2023-07-05 02:41:38,32.8,12559,Switzerland
541938,10090,CLASSIC CANDLE HOLDER,16,2024-10-15 16:47:49,21.66,12290,Switzerland
541188,10169,VINTAGE WALL ART,2,2024-05-16 19:06:51,46.5,12241,United Kingdom
540656,10038,VINTAGE WIND CHIME,14,2023-06-15 01:22:13,30.28,12100,Netherlands
545864,10164,PASTEL MUG,16,2023-09-14 17:26:30,8.34,12115,Canada
546533,10054,MINI SPINNING TOP,17,2023-04-23 17:29:42,5.49,12099,Norway
539051,10147,MINI WOODEN TOY,9,2024-06-19 15:28:47,41.78,12467,France
546793,10189,MINI TOY CAR,4,2023-09-01 01:23:29,34.79,12603,United Kingdom
536842,10060,MINI GIFT WRAP,12,2023-02-17 05:38:02,43.82,12233,United Kingdom
543770,10004,VINTAGE WIND CHIME,24,2024-06-20 10:15:21,28.43,12720,United Kingdom
541839,10070,VINTAGE LANTERN,11,2023-05-01 19:33:59,3.31,12180,United Kingdom
540029,10109,STRIPED NIGHT LIGHT,24,2023-10-31 01:48:43,47.0,12140,United Kingdom
542980,10010,METAL VASE,13,2024-11-23 11:41:26,6.98,12788,Netherlands
539808,10137,METAL NIGHT LIGHT,1,2024-04-19 15:18:26,30.11,12542,United Kingdom
539027,10166,MODERN BAKING TIN,3,2024-11-07 05:52:13,13.44,12769,United Kingdom
537207,10118,METAL PHOTO FRAME,20,2023-03-28 05:04:27,16.05,,Spain
539299,10056,CLASSIC WOODEN TOY,13,2024-09-15 20:04:33,32.96,12393,Netherlands
544642,10178,CERAMIC PUZZLE,20,2023-09-13 21:24:09,9.51,12611,Belgium
545912,10131,MINI NIGHT LIGHT,24,2023-05-08 07:51:03,36.15,12622,Ireland
540880,10184,VINTAGE BUILDING BLOCKS,5,2024-04-05 03:46:21,25.14,12227,Ireland
539353,10146,STRIPED SPINNING TOP,11,2024-12-07 17:41:40,27.51,12526,United Kingdom
546052,10071,METAL TOY CAR,21,2024-08-04 21:20:09,8.59,12222,United Kingdom
537043,10208,RUSTIC FAIRY LIGHTS,11,2023-12-27 00:20:23,8.18,12509,United Kingdom
546673,10205,WOODEN SPINNING TOP,10,2023-03-11 11:18:41,17.59,12712,Spain
543586,10038,VINTAGE WIND CHIME,14,2024-12-01 19:33:01,30.28,12462,Sweden
542155,10035,RUSTIC STICKER SET,4,2024-11-17 11:26:42,25.8,12040,France
537785,10118,METAL PHOTO FRAME,14,2024-02-13 18:22:13,16.05,12083,United Kingdom
542498,10077,MINI CAKE STAND,24,2023-08-10 03:03:15,13.9,12259,Portugal
537337,10055,STRIPED STRING LIGHTS,1,2023-08-02 01:42:54,21.66,12326,United Kingdom
537027,10239,VINTAGE TOY CAR,14,2023-02-22 02:21:01,33.17,12043,Ireland
540998,10133,RETRO FAIRY LIGHTS,23,2023-04-05 20:50:02,39.1,12086,Italy
546902,10182,FLORAL MUG,8,2024-11-06 18:34:29,44.17,12594,United Kingdom
538505,10051,RETRO PHOTO FRAME,13,2023-09-26 05:53:22,26.12,12372,United Kingdom
542470,10017,MODERN LANTERN,1,2024-10-08 10:02:39,46.88,12693,Ireland
541952,10008,RETRO CAKE STAND,24,2024-05-22 04:25:39,5.41,,Australia
537474,10033,FLORAL NOTEBOOK,20,2024-02-10 23:28:36,22.21,12703,United Kingdom
546431,10059,RUSTIC BIRD FEEDER,13,2023-06-02 12:44:57,21.58,12209,USA
538102,10176,CERAMIC NOTEBOOK,20,2024-05-15 05:39:54,41.26,12627,Germany
546657,10031,CLASSIC PLANT POT,17,2024-08-06 21:46:27,36.27,12673,Belgium
539850,10216,RUSTIC PLANT POT,14,2024-07-08 13:00:19,0.98,12761,Switzerland
537273,10078,WOODEN CAKE STAND,17,2024-11-12 08:21:45,16.39,12453,United Kingdom
543678,10105,FLORAL BUILDING BLOCKS,16,2023-09-20 13:35:55,41.17,12573,Sweden
542055,10077,MINI CAKE STAND,17,2023-06-06 05:11:59,13.9,12144,United Kingdom
542131,10018,PASTEL FAIRY LIGHTS,23,2023-12-26 16:26:42,32.05,12505,United Kingdom
545309,10007,STRIPED BAKING TIN,21,2024-05-18 22:46:03,14.5,12618,Italy
539300,10235,CLASSIC GREETING CARD,1,2023-08-08 14:39:58,5.99,12201,Australia
547293,10247,RETRO WALL CLOCK,9,2024-08-01 06:16:46,23.53,12380,United Kingdom
541438,10238,FLORAL PHOTO FRAME,11,2024-04-24 10:58:34,16.74,12466,Germany
545020,10049,VINTAGE WATERING CAN,24,2023-01-26 13:02:41,4.34,12003,France
544132,10196,STRIPED WALL CLOCK,13,2024-08-01 22:14:32,6.72,12646,United Kingdom
546762,10038,VINTAGE WIND CHIME,3,2023-12-18 03:42:56,30.28,12635,France
537537,10081,RUSTIC GARDEN SIGN,5,2024-08-10 07:35:00,46.71,12463,Switzerland
538560,10164,PASTEL MUG,20,2024-04-27 07:59:58,8.34,12099,Norway
541541,10207,WOODEN VASE,17,2024-11-12 14:38:41,4.49,12144,United Kingdom
536999,10095,METAL STICKER SET,24,2023-02-06 17:38:02,8.13,12760,Norway
543832,10183,PASTEL BAKING TIN,15,2023-10-16 17:10:24,30.84,12604,Netherlands
546937,10088,MODERN WATERING CAN,22,2023-11-07 09:11:36,17.7,12521,Spain
540704,10234,WOODEN WOODEN TOY,10,2024-05-18 20:14:51,17.95,12644,United Kingdom
542505,10078,WOODEN CAKE STAND,3,2023-02-25 18:08:51,16.39,12087,United Kingdom
542099,10096,FLORAL MUG,15,2023-07-13 10:09:53,18.77,12384,United Kingdom
546543,10141,METAL CAKE STAND,9,2023-11-07 08:54:24,24.66,12762,Netherlands
541863,10228,PASTEL LANTERN,20,2023-03-21 04:22:23,13.15,12621,Norway
541567,10086,RETRO CAKE STAND,13,2023-07-30 19:22:35,44.57,12165,Belgium
544104,10004,VINTAGE WIND CHIME,23,2024-01-04 01:08:23,28.43,,United Kingdom
546091,10107,FLORAL BUILDING BLOCKS,17,2023-06-21 04:33:54,43.32,,Netherlands
542240,10223,RUSTIC CANDLE HOLDER,10,2023-03-21 23:35:41,39.8,12655,United Kingdom
545051,10169,VINTAGE WALL ART,19,2023-01-22 10:43:44,46.5,12098,Italy
538461,10222,FLORAL TABLE LAMP,24,2024-02-25 05:58:34,41.47,,France
545590,10009,STRIPED PHOTO FRAME,20,2023-08-21 16:18:56,30.52,12437,Spain
546384,10151,MODERN TOY CAR,6,2023-10-04 21:44:07,36.95,12487,United Kingdom
544383,10025,METAL LUNCH BOX,13,2024-12-27 10:07:42,13.76,12097,United Kingdom
539852,10125,WOODEN LUNCH BOX,4,2024-12-11 18:13:25,39.85,12211,United Kingdom
538541,10099,MODERN TOY CAR,5,2024-03-11 02:54:05,8.44,12483,United Kingdom
537839,10026,PASTEL BIRD FEEDER,23,2024-04-23 14:47:37,20.48,12354,United Kingdom
540641,10146,STRIPED SPINNING TOP,6,2024-11-11 15:17:11,27.51,12326,United Kingdom
539845,10156,PASTEL TOY CAR,17,2023-03-09 02:22:07,33.43,12641,Spain
547129,10165,CLASSIC BAKING TIN,22,2023-09-18 00:13:36,6.47,,Spain
541327,10048,PASTEL NOTEBOOK,14,2024-03-31 02:48:17,28.07,12299,Germany
538768,10227,VINTAGE WALL ART,4,2023-09-09 23:50:32,44.56,12178,Australia
539249,10058,MINI NOTEBOOK,12,2024-07-22 20:09:59,10.26,12437,Spain
537857,10156,PASTEL TOY CAR,21,2024-08-12 18:31:00,33.43,12793,United Kingdom
544375,10090,CLASSIC CANDLE HOLDER,7,2023-12-13 06:26:17,21.66,12575,United Kingdom
537899,10074,PASTEL WATERING CAN,1,2023-01-13 20:44:51,30.06,12553,Belgium
540804,10158,FLORAL MUG,24,2024-03-25 14:01:30,19.48,12798,United Kingdom
544750,10125,WOODEN LUNCH BOX,16,2023-01-07 21:45:25,39.85,12543,Switzerland
539881,10009,STRIPED PHOTO FRAME,4,2024-12-18 19:33:04,30.52,12563,Germany
540436,10126,CLASSIC TABLE LAMP,1,2023-07-15 00:31:30,5.02,12668,Australia
542379,10241,PASTEL GARDEN SIGN,7,2024-03-26 12:55:01,38.02,12124,Ireland
538640,10094,METAL WALL CLOCK,7,2023-09-16 04:28:02,2.62,12107,United Kingdom
540085,10150,CERAMIC GREETING CARD,19,2024-07-12 01:25:16,42.79,12099,Norway
544897,10198,MODERN BUILDING BLOCKS,5,2023-01-17 14:11:08,29.82,12349,Sweden
539493,10084,VINTAGE NIGHT LIGHT,13,2024-11-21 22:43:40,33.67,12703,United Kingdom
543254,10046,WOODEN LANTERN,21,2023-05-24 02:31:27,45.06,12465,France
539200,10019,RUSTIC WATERING CAN,20,2024-08-18 15:44:19,23.57,12765,Italy
546645,10172,RETRO TABLE LAMP,23,2023-04-23 22:50:20,35.11,12223,Switzerland
539163,10064,VINTAGE BAKING TIN,2,2023-04-04 08:48:53,8.94,12225,Spain
537012,10193,METAL TOY CAR,21,2023-02-03 07:52:47,17.74,,Belgium
537394,10110,RUSTIC PHOTO FRAME,12,2024-11-15 00:05:18,29.38,12213,USA
542578,10228,PASTEL LANTERN,13,2024-06-04 04:51:07,13.15,12497,Netherlands
545576,10097,MINI PHOTO FRAME,21,2023-02-04 07:57:03,34.37,12315,United Kingdom
542332,10117,PASTEL LANTERN,15,2024-06-03 07:05:28,16.28,12293,Belgium
546492,10152,WOODEN WATERING CAN,8,2023-11-27 15:20:38,11.63,12105,Spain
545824,10152,WOODEN WATERING CAN,10,2023-05-11 07:23:21,11.63,12776,Ireland
545946,10053,PASTEL NIGHT LIGHT,13,2024-08-04 20:52:25,24.08,12687,France
541523,10117,PASTEL LANTERN,9,2024-08-28 13:53:43,16.28,12150,USA
545493,10212,PASTEL BUILDING BLOCKS,19,2023-04-11 10:50:48,49.5,12111,France
540046,10182,FLORAL MUG,2,2023-06-24 13:45:34,44.17,12127,United Kingdom
545235,10108,CLASSIC GREETING CARD,4,2023-06-20 21:17:46,25.88,12188,Norway
545376,10078,WOODEN CAKE STAND,12,2023-06-16 04:43:01,16.39,12226,Spain
545956,10080,RETRO PLANT POT,2,2024-11-02 22:24:15,27.27,12691,Belgium
536510,10242,VINTAGE STRING LIGHTS,24,2023-07-28 23:56:10,10.85,12587,United Kingdom
543861,10195,FLORAL BUILDING BLOCKS,14,2023-03-05 06:57:46,13.2,12085,Ireland
538088,10242,VINTAGE STRING LIGHTS,17,2023-06-14 08:54:58,10.85,12125,France
546136,10142,WOODEN CAKE STAND,8,2024-04-16 01:25:32,4.66,12225,Spain
C537626,10203,CLASSIC TABLE LAMP,-22,2023-09-28 08:17:25,43.53,12505,United Kingdom
546300,10174,STRIPED PLANT POT,20,2024-07-27 00:06:58,27.03,12493,Portugal
546951,10239,VINTAGE TOY CAR,3,2023-05-29 16:56:56,33.17,12620,United Kingdom
537002,10004,VINTAGE WIND CHIME,1,2024-05-15 03:12:29,28.43,12655,United Kingdom
538244,10221,RETRO BAKING TIN,21,2023-07-15 00:17:22,27.61,12674,United Kingdom
537566,10145,MODERN PUZZLE,19,2024-03-09 23:56:22,11.36,12710,Australia
541270,10041,RETRO PLANT POT,14,2024-11-24 01:59:09,36.82,12137,Spain
539244,10196,STRIPED WALL CLOCK,9,2024-05-19 06:36:33,6.72,12468,Italy
542287,10021,VINTAGE WALL CLOCK,11,2023-09-30 20:58:45,40.41,12466,Germany
546404,10136,RUSTIC VASE,16,2024-07-01 15:43:58,40.23,12388,United Kingdom
539112,10081,RUSTIC GARDEN SIGN,15,2024-12-03 18:57:19,46.71,12452,Germany
545618,10174,STRIPED PLANT POT,24,2023-01-02 08:58:30,27.03,12699,United Kingdom
545663,10221,RETRO BAKING TIN,14,2023-03-20 10:02:30,27.61,12120,Ireland
542514,10026,PASTEL BIRD FEEDER,10,2024-05-04 11:12:18,20.48,12343,United Kingdom
536614,10036,CLASSIC PHOTO FRAME,13,2023-11-13 08:17:27,25.8,12567,USA
538011,10012,STRIPED NIGHT LIGHT,2,2024-05-22 17:29:16,29.22,12068,Spain
538972,10162,MINI PHOTO FRAME,9,2023-12-12 16:48:56,32.8,12398,Sweden
545095,10178,CERAMIC PUZZLE,13,2023-03-17 12:23:02,9.51,12062,United Kingdom
541928,10082,STRIPED WALL CLOCK,3,2024-10-08 23:16:57,14.85,12742,United Kingdom
545135,10199,FLORAL WIND CHIME,23,2024-09-25 15:57:27,49.03,12373,Belgium
539862,10206,WOODEN PHOTO FRAME,6,2023-03-29 20:35:23,6.46,12223,Switzerland
545856,10103,CERAMIC FAIRY LIGHTS,8,2024-03-09 20:41:29,43.71,12101,United Kingdom
545171,10211,METAL WATERING CAN,2,2024-01-17 04:12:24,19.54,12794,USA
543249,10145,MODERN PUZZLE,3,2023-12-09 03:55:56,11.36,12500,Spain
543107,10130,RETRO TOY CAR,5,2024-05-08 07:58:05,23.23,12402,Sweden
541761,10163,VINTAGE FAIRY LIGHTS,23,2024-04-11 01:51:29,47.51,12310,Belgium
542536,10144,RUSTIC PLANT POT,15,2024-03-13 03:03:56,8.26,12640,Germany
543898,10134,MODERN TEA TOWEL,11,2023-01-28 11:02:20,26.3,12674,United Kingdom
538177,10204,VINTAGE WOODEN TOY,24,2023-10-04 03:44:46,29.06,12512,United Kingdom
544416,10206,WOODEN PHOTO FRAME,23,2024-02-13 17:45:54,6.46,12432,United Kingdom
536980,10010,METAL VASE,23,2024-06-07 12:55:24,6.98,12081,United Kingdom
538400,10214,MINI FAIRY LIGHTS,20,2023-02-22 14:52:02,31.59,12382,Ireland
538388,10117,PASTEL LANTERN,12,2023-06-20 20:24:37,16.28,12271,Germany
546361,10174,STRIPED PLANT POT,17,2024-11-08 21:28:43,27.03,12644,United Kingdom
544403,10075,CERAMIC PLANT POT,18,2023-11-07 01:02:18,33.15,,United Kingdom
537941,10222,FLORAL TABLE LAMP,20,2023-05-25 15:19:52,41.47,12171,United Kingdom
539552,10223,RUSTIC CANDLE HOLDER,5,2024-08-07 17:55:31,39.8,12436,Portugal
540256,10018,PASTEL FAIRY LIGHTS,2,2023-11-04 16:09:46,32.05,12479,United Kingdom
541935,10083,MODERN TOY CAR,22,2024-05-10 21:30:09,15.72,12505,United Kingdom
537502,10085,CLASSIC GARDEN SIGN,23,2024-01-26 01:43:59,5.94,12189,United Kingdom
538090,10217,WOODEN TOY CAR,21,2024-06-05 08:20:27,15.16,12512,United Kingdom
543732,10192,CLASSIC CAKE STAND,17,2024-08-16 10:47:08,29.43,12614,United Kingdom
544768,10206,WOODEN PHOTO FRAME,23,2023-08-25 08:17:33,6.46,12198,Germany
536761,10030,WOODEN TOY CAR,6,2023-12-20 18:02:07,26.85,12525,United Kingdom
537444,10241,PASTEL GARDEN SIGN,15,2023-03-10 03:24:22,38.02,12656,Portugal
546905,10184,VINTAGE BUILDING BLOCKS,12,2024-06-15 17:19:27,25.14,12452,Germany
539928,10090,CLASSIC CANDLE HOLDER,1,2023-01-03 01:44:31,21.66,12110,United Kingdom
540643,10156,PASTEL TOY CAR,18,2023-08-16 01:10:46,33.43,12412,Switzerland
547231,10186,FLORAL GREETING CARD,9,2024-03-04 12:54:54,44.11,12390,Belgium
540724,10027,METAL TEA TOWEL,15,2024-06-13 16:27:58,25.1,12478,Norway
539655,10007,STRIPED BAKING TIN,14,2023-03-16 04:09:49,14.5,12584,Australia
546273,10091,VINTAGE NOTEBOOK,22,2023-11-29 04:21:35,17.24,12241,United Kingdom
544109,10011,METAL WOODEN TOY,16,2024-02-13 19:54:02,15.26,12745,United Kingdom
537037,10007,STRIPED BAKING TIN,11,2023-12-05 08:36:33,14.5,12058,Switzerland
539888,10249,MODERN STICKER SET,1,2023-03-05 08:30:58,14.29,12096,United Kingdom
542294,10179,PASTEL GARDEN SIGN,17,2024-10-22 04:19:43,40.56,12167,USA
547148,10071,METAL TOY CAR,22,2023-01-05 06:38:38,8.59,12175,Netherlands
539651,10035,RUSTIC STICKER SET,11,2023-11-20 12:16:44,25.8,12155,Italy
543839,10143,FLORAL PENCIL CASE,12,2023-07-31 04:44:44,17.35,12553,Belgium
542848,10107,FLORAL BUILDING BLOCKS,3,2023-03-20 12:13:40,43.32,12604,Netherlands
544970,10018,PASTEL FAIRY LIGHTS,15,2023-05-28 12:33:39,32.05,12157,Italy
536947,10034,MODERN WOODEN TOY,11,2024-08-03 01:13:35,43.89,12396,Italy
545772,10042,RUSTIC WALL ART,11,2023-10-27 09:42:34,7.16,12330,Switzerland
538699,10074,PASTEL WATERING CAN,12,2023-12-27 03:04:30,30.06,12456,France
540472,10203,CLASSIC TABLE LAMP,12,2023-03-05 12:18:33,43.53,12167,USA
537863,10010,METAL VASE,3,2024-02-29 18:17:50,6.98,12437,Spain
545956,10144,RUSTIC PLANT POT,15,2024-11-02 22:24:15,8.26,12691,Belgium
537680,10137,METAL NIGHT LIGHT,1,2023-10-13 11:48:51,30.11,12170,Italy
541210,10104,MINI PUZZLE,24,2023-07-08 19:44:20,40.98,,Germany
542108,10232,METAL BAKING TIN,2,2024-05-06 05:38:56,32.87,12341,Australia
546719,10124,WOODEN GIFT WRAP,14,2024-10-10 12:19:58,22.58,12162,United Kingdom
542502,10207,WOODEN VASE,16,2023-05-30 13:13:46,4.49,12613,United Kingdom
544679,10224,FLORAL WIND CHIME,4,2023-06-16 18:19:42,22.43,12538,United Kingdom
536991,10222,FLORAL TABLE LAMP,9,2024-09-05 09:36:35,41.47,12657,Germany
538898,10100,RUSTIC TEA TOWEL,14,2023-08-18 02:29:58,44.16,12116,United Kingdom
541270,10245,MINI NIGHT LIGHT,24,2024-11-24 01:59:09,35.73,12137,Spain
545229,10014,MINI NOTEBOOK,16,2023-03-28 16:41:16,43.43,,Belgium
546401,10222,FLORAL TABLE LAMP,3,2023-09-21 03:29:03,41.47,12687,France
545740,10022,RETRO BUILDING BLOCKS,15,2024-08-30 03:48:19,11.22,12077,Netherlands
540836,10158,FLORAL MUG,19,2023-01-10 18:37:47,19.48,12019,France
539218,10035,RUSTIC STICKER SET,1,2024-11-08 02:28:31,25.8,12629,United Kingdom
539042,10245,MINI NIGHT LIGHT,5,2023-06-19 02:16:26,35.73,12166,USA
544653,10240,CERAMIC BIRD FEEDER,-13,2023-07-12 14:51:45,3.51,12297,United Kingdom
540964,10083,MODERN TOY CAR,3,2024-08-18 07:04:28,15.72,12258,Germany
539308,10030,WOODEN TOY CAR,12,2023-08-25 13:48:55,26.85,12178,Australia
546566,10111,RETRO NOTEBOOK,5,2024-06-12 15:48:09,30.17,12299,Germany
543970,10185,WOODEN PENCIL CASE,22,2024-05-16 17:33:19,11.27,12695,France
540521,10039,RETRO WOODEN TOY,11,2024-06-11 20:45:05,46.51,12197,United Kingdom
543582,10059,RUSTIC BIRD FEEDER,4,2023-02-27 10:11:00,21.58,12310,Belgium
541847,10133,RETRO FAIRY LIGHTS,14,2024-11-02 23:17:53,39.1,12251,United Kingdom
537749,10210,CERAMIC WALL ART,5,2023-05-29 06:12:46,30.64,12383,United Kingdom
545610,10041,RETRO PLANT POT,3,2024-04-29 16:25:08,36.82,12340,United Kingdom
543407,10218,MODERN CAKE STAND,16,2024-03-03 11:03:13,14.74,12581,Norway
539538,10187,METAL LANTERN,12,2024-10-03 19:03:23,1.35,12754,Netherlands
544597,10026,PASTEL BIRD FEEDER,15,2023-11-09 02:57:32,20.48,12333,Ireland
537052,10150,CERAMIC GREETING CARD,24,2024-09-07 16:21:08,42.79,12398,Sweden
540959,10103,CERAMIC FAIRY LIGHTS,7,2023-01-27 00:40:54,43.71,12266,Sweden
541437,10101,MODERN WALL CLOCK,23,2024-10-12 17:03:36,46.28,12364,United Kingdom
540126,10073,CERAMIC WALL CLOCK,21,2023-12-29 19:55:40,6.74,12149,France
544626,10193,METAL TOY CAR,12,2023-10-31 14:05:03,17.74,12690,Italy
537151,10181,FLORAL NIGHT LIGHT,3,2024-04-02 02:42:05,16.69,12457,United Kingdom
542557,10173,RETRO STICKER SET,10,2023-09-05 14:43:26,39.98,12180,United Kingdom
544897,10091,VINTAGE NOTEBOOK,22,2023-01-17 14:11:08,17.24,12349,Sweden
536563,10146,STRIPED SPINNING TOP,16,2023-05-04 12:21:10,27.51,12561,Australia
545597,10184,VINTAGE BUILDING BLOCKS,7,2023-01-04 19:41:11,25.14,12287,Ireland
544489,10129,VINTAGE MUG,4,2023-07-19 09:14:25,12.88,12301,Germany
540839,10166,MODERN BAKING TIN,9,2024-07-26 14:30:08,13.44,12572,Spain
538321,10029,PASTEL STRING LIGHTS,2,2024-01-24 04:58:30,3.97,,France
538196,10129,VINTAGE MUG,24,2024-05-19 02:24:44,12.88,12037,Spain
538942,10036,CLASSIC PHOTO FRAME,7,2024-03-03 00:39:43,25.8,12322,USA
C546680,10182,FLORAL MUG,-7,2024-04-03 03:37:16,44.17,12267,France
538686,10080,RETRO PLANT POT,7,2023-12-20 05:16:37,27.27,,Belgium
536607,10035,RUSTIC STICKER SET,17,2024-09-13 06:47:30,25.8,12701,Germany
C546680,10246,VINTAGE STICKER SET,-4,2024-04-03 03:37:16,27.99,12267,France
537929,10051,RETRO PHOTO FRAME,11,2024-09-30 08:34:39,26.12,12372,United Kingdom
538664,10031,CLASSIC PLANT POT,13,2023-05-16 05:26:21,36.27,12672,United Kingdom
538375,10213,PASTEL STICKER SET,9,2024-05-07 04:47:33,3.81,12670,Canada
543564,10191,MINI PHOTO FRAME,4,2023-04-25 10:32:11,20.72,12165,Belgium
538834,10020,MINI STICKER SET,14,2024-10-26 07:15:13,34.49,12321,Belgium
544575,10025,METAL LUNCH BOX,20,2023-02-02 14:49:36,13.76,12790,Sweden
538062,10049,VINTAGE WATERING CAN,12,2024-03-26 21:51:15,4.34,12626,United Kingdom
547144,10238,FLORAL PHOTO FRAME,11,2023-01-07 16:51:44,16.74,12352,United Kingdom
540173,10012,STRIPED NIGHT LIGHT,19,2023-03-23 15:14:08,29.22,12297,United Kingdom
538641,10127,STRIPED WIND CHIME,1,2024-04-09 20:02:33,5.44,12206,United Kingdom
545174,10232,METAL BAKING TIN,21,2023-03-12 06:02:49,32.87,,United Kingdom
538462,10036,CLASSIC PHOTO FRAME,7,2024-05-11 22:38:12,25.8,12645,Portugal
537882,10243,FLORAL WATERING CAN,3,2024-02-04 12:52:08,22.38,12749,Switzerland
547196,10018,PASTEL FAIRY LIGHTS,15,2023-09-24 22:34:50,32.05,12350,Ireland
541398,10017,MODERN LANTERN,8,2023-04-19 23:02:01,46.88,12119,United Kingdom
544919,10071,METAL TOY CAR,18,2023-03-23 08:37:25,8.59,12549,Netherlands
545496,10031,CLASSIC PLANT POT,24,2023-01-23 15:18:12,36.27,12565,United Kingdom
544201,10119,CERAMIC BUILDING BLOCKS,1,2023-08-07 22:44:47,35.11,12372,United Kingdom
537308,10112,CERAMIC GREETING CARD,24,2024-12-30 11:16:06,30.64,12769,United Kingdom
543275,10024,RUSTIC SPINNING TOP,14,2024-01-11 12:15:58,13.87,12790,Sweden
541775,10077,MINI CAKE STAND,20,2024-01-10 00:56:18,13.9,12423,United Kingdom
539120,10016,STRIPED PENCIL CASE,4,2023-02-19 09:17:09,18.31,12555,France
546183,10216,RUSTIC PLANT POT,22,2024-05-05 14:05:51,0.98,12271,Germany
537127,10127,STRIPED WIND CHIME,23,2023-08-24 13:13:17,5.44,12290,Switzerland
544806,10000,VINTAGE FAIRY LIGHTS,12,2024-04-10 17:20:26,37.29,12602,Netherlands
542083,10013,VINTAGE FAIRY LIGHTS,13,2023-02-06 19:58:38,33.34,12327,Spain
545072,10087,RUSTIC NIGHT LIGHT,23,2023-08-26 21:05:25,14.23,12714,Italy
543827,10223,RUSTIC CANDLE HOLDER,18,2023-05-16 01:06:38,39.8,12270,United Kingdom
545507,10158,FLORAL MUG,17,2024-07-20 02:44:02,19.48,12092,Norway
538527,10007,STRIPED BAKING TIN,8,2024-01-05 03:22:12,14.5,12562,Canada
541190,10025,METAL LUNCH BOX,10,2023-10-18 13:00:20,13.76,12773,United Kingdom
543185,10143,FLORAL PENCIL CASE,20,2023-09-21 00:28:26,17.35,,USA
541261,10019,RUSTIC WATERING CAN,2,2023-03-14 01:14:49,23.57,12218,USA
544758,10001,RUSTIC TEA TOWEL,5,2024-12-17 02:18:20,37.04,12796,Norway
536423,10186,FLORAL GREETING CARD,8,2024-02-21 15:02:15,44.11,12159,United Kingdom
543966,10124,WOODEN GIFT WRAP,14,2024-10-08 07:29:51,22.58,12070,Canada
536503,10114,VINTAGE CAKE STAND,23,2023-04-03 11:55:10,35.68,12675,United Kingdom
540101,10027,METAL TEA TOWEL,8,2024-10-28 15:27:46,25.1,12525,United Kingdom
540813,10143,FLORAL PENCIL CASE,3,2023-09-29 21:11:02,17.35,12319,Belgium
538413,10171,PASTEL MUG,11,2023-04-03 18:33:19,34.79,12171,United Kingdom
545018,10171,PASTEL MUG,17,2023-02-02 14:46:23,34.79,12729,United Kingdom
541848,10094,METAL WALL CLOCK,21,2023-02-06 07:22:39,2.62,12632,United Kingdom
542698,10249,MODERN STICKER SET,7,2024-12-08 04:38:01,14.29,12376,United Kingdom
545327,10208,RUSTIC FAIRY LIGHTS,17,2023-09-19 05:48:38,8.18,12716,USA
536562,10203,CLASSIC TABLE LAMP,4,2024-06-27 09:45:42,43.53,12187,Italy
541309,10206,WOODEN PHOTO FRAME,9,2023-05-09 13:58:10,6.46,12202,Germany
538394,10138,MODERN TOY CAR,10,2024-09-26 18:09:24,44.68,12099,Norway
545154,10025,METAL LUNCH BOX,10,2024-02-04 08:03:01,13.76,12100,Netherlands
545792,10150,CERAMIC GREETING CARD,9,2024-11-01 14:44:00,42.79,12733,United Kingdom
537778,10054,MINI SPINNING TOP,24,2023-11-10 23:10:41,5.49,12641,Spain
539016,10196,STRIPED WALL CLOCK,19,2024-05-27 01:36:00,6.72,12122,Belgium
541972,10196,STRIPED WALL CLOCK,9,2023-11-27 02:02:19,6.72,12165,Belgium
543511,10073,CERAMIC WALL CLOCK,7,2023-03-30 08:28:47,6.74,12433,United Kingdom
545868,10207,WOODEN VASE,11,2023-12-24 14:08:09,4.49,,United Kingdom
545701,10109,STRIPED NIGHT LIGHT,20,2023-09-15 02:11:00,47.0,12689,France
538785,10017,MODERN LANTERN,20,2024-10-23 14:53:16,46.88,,Germany
537065,10142,WOODEN CAKE STAND,20,2023-07-07 08:46:27,4.66,12109,United Kingdom
538195,10082,STRIPED WALL CLOCK,5,2023-10-04 01:57:28,14.85,12181,United Kingdom
